Car_ID,Car_Model,Model_Year,Car_Age,Mileage_KM,Fuel_Type,Region,Components,Health_Score,Conditions,Failure_Type,Failure_Date,Maintenance_Type,Maintenance_Cost,Downtime_Hours,Service_Center,Car_Status
CAR-1457,Compact,2022,4,50488,Electric,North,Battery,79,Healthy,No Failure,10/16/2025,Preventive,174.64,3,Center Gamma,Healthy
CAR-1327,Crossover,2020,6,87671,Petrol,South,Tyre,52,Warning,Tyre Damage,5/11/2025,Corrective,195.43,14,Center Beta,Healthy
CAR-1406,City,2019,7,66340,Diesel,Central,Transmission,83,Healthy,No Failure,10/14/2023,Preventive,958.34,3,Center Gamma,Healthy
CAR-1149,Crossover,2024,2,27066,Diesel,West,Tyre,94,Healthy,No Failure,8/27/2023,Preventive,178.8,1,Center Epsilon,Healthy
CAR-1051,Compact,2020,6,101488,Petrol,South,Transmission,17,Critical,Transmission Fault,7/4/2024,Emergency,2336.46,33,Center Gamma,Under Maintenance
CAR-1441,Premium Sedan,2024,2,16590,Petrol,East,Engine,99,Healthy,No Failure,5/1/2025,Preventive,997.93,3,Center Gamma,Healthy
CAR-1173,Crossover,2022,4,77733,Diesel,North,Battery,97,Healthy,No Failure,2/1/2024,Preventive,214.4,1,Center Gamma,Healthy
CAR-1395,Compact,2021,5,50492,Diesel,South,Suspension,61,Warning,Suspension Failure,4/28/2025,Corrective,842.8,7,Center Gamma,Healthy
CAR-1250,Premium Sedan,2023,3,46610,Diesel,South,Brake,77,Healthy,No Failure,8/24/2023,Preventive,254.95,1,Center Delta,Healthy
CAR-1099,Hatchback,2018,8,95742,Petrol,West,Transmission,53,Warning,Transmission Fault,3/2/2024,Preventive,927.37,3,Center Epsilon,Healthy
CAR-1475,Hatchback,2019,7,83277,Hybrid,North,Transmission,24,Critical,Transmission Fault,5/4/2025,Corrective,1743.07,10,Center Beta,Needs Inspection
CAR-1355,Crossover,2022,4,69919,Electric,Central,Tyre,45,Warning,Tyre Damage,4/27/2023,Corrective,236.32,12,Center Gamma,Healthy
CAR-1307,Compact,2024,2,35563,Petrol,East,Suspension,77,Healthy,No Failure,8/6/2024,Preventive,487.03,2,Center Alpha,Healthy
CAR-1370,Hatchback,2020,6,61028,Petrol,West,Brake,67,Warning,Brake Wear,5/24/2024,Corrective,363.44,10,Center Epsilon,Healthy
CAR-1139,City,2022,4,69632,Electric,North,Transmission,62,Warning,Transmission Fault,12/23/2024,Preventive,892.88,2,Center Beta,Healthy
CAR-1010,Premium Sedan,2019,7,87604,Electric,South,Headlight,71,Warning,Lighting Failure,7/23/2024,Corrective,189.37,10,Center Alpha,Healthy
CAR-1303,City,2019,7,83498,Diesel,Central,Transmission,10,Critical,Transmission Fault,1/20/2024,Corrective,1412.11,9,Center Epsilon,Needs Inspection
CAR-1417,Compact,2018,8,93746,Electric,North,Battery,23,Critical,Battery Failure,3/7/2023,Emergency,481.6,40,Center Beta,Under Maintenance
CAR-1461,Premium Sedan,2019,7,95787,Hybrid,East,Transmission,55,Warning,Transmission Fault,2/15/2025,Corrective,1534.92,7,Center Alpha,Healthy
CAR-1300,Crossover,2019,7,103272,Diesel,Central,Suspension,39,Critical,Suspension Failure,4/20/2023,Emergency,1278.86,54,Center Delta,Under Maintenance
CAR-1130,Sedan,2018,8,133000,Electric,Central,Transmission,20,Critical,Transmission Fault,5/25/2024,Emergency,2363.34,32,Center Epsilon,Under Maintenance
CAR-1359,Premium Sedan,2018,8,107160,Diesel,North,Engine,28,Critical,Overheating,10/23/2024,Emergency,1860.22,19,Center Gamma,Needs Inspection
CAR-1177,City,2022,4,42139,Petrol,South,Tyre,73,Warning,Tyre Damage,6/4/2025,Corrective,310.18,13,Center Gamma,Healthy
CAR-1083,Crossover,2018,8,119597,Petrol,West,Tyre,29,Critical,Tyre Damage,12/4/2025,Emergency,425.87,36,Center Delta,Under Maintenance
CAR-1263,Sedan,2023,3,47347,Hybrid,East,Transmission,82,Healthy,No Failure,12/22/2024,Preventive,853.99,3,Center Delta,Healthy
CAR-1106,Sedan,2023,3,39608,Electric,East,Transmission,47,Warning,Transmission Fault,7/12/2025,Corrective,1319.01,22,Center Alpha,Healthy
CAR-1163,Crossover,2024,2,45375,Petrol,West,Brake,72,Warning,Brake Wear,12/7/2023,Preventive,207.73,2,Center Beta,Healthy
CAR-1382,Crossover,2018,8,78243,Electric,West,Cooling System,42,Critical,Overheating,4/18/2025,Corrective,515.6,20,Center Gamma,Needs Inspection
CAR-1277,Compact,2018,8,89769,Electric,West,Headlight,15,Critical,Lighting Failure,12/11/2025,Emergency,248.44,52,Center Gamma,Under Maintenance
CAR-1441,Premium Sedan,2024,2,31573,Petrol,East,Suspension,89,Healthy,No Failure,5/7/2024,Preventive,520.19,3,Center Gamma,Healthy
CAR-1287,Sedan,2022,4,56444,Petrol,North,Engine,76,Healthy,No Failure,1/28/2025,Preventive,764.06,3,Center Delta,Healthy
CAR-1198,Sedan,2019,7,63272,Electric,North,Brake,56,Warning,Brake Wear,5/7/2023,Corrective,463.51,13,Center Alpha,Healthy
CAR-1156,Sedan,2018,8,65453,Petrol,East,Brake,43,Critical,Brake Wear,1/29/2025,Corrective,397.3,22,Center Alpha,Needs Inspection
CAR-1386,Compact,2024,2,40290,Hybrid,South,Brake,71,Warning,Brake Wear,8/29/2024,Preventive,256.17,2,Center Epsilon,Healthy
CAR-1427,Crossover,2022,4,67945,Petrol,North,Brake,83,Healthy,No Failure,9/18/2023,Preventive,323.37,2,Center Alpha,Healthy
CAR-1279,Crossover,2020,6,59321,Petrol,West,Battery,44,Critical,Battery Failure,10/28/2025,Corrective,343.25,13,Center Epsilon,Needs Inspection
CAR-1085,Premium Sedan,2021,5,87959,Petrol,North,Engine,48,Warning,Mechanical Failure,8/9/2023,Corrective,1528.65,8,Center Alpha,Healthy
CAR-1157,Sedan,2019,7,104216,Diesel,South,Engine,63,Warning,Mechanical Failure,3/8/2024,Preventive,991,3,Center Alpha,Healthy
CAR-1383,Compact,2024,2,29721,Electric,South,Battery,74,Warning,Battery Failure,5/31/2023,Corrective,302.89,22,Center Delta,Healthy
CAR-1288,Sedan,2021,5,56008,Petrol,West,Suspension,63,Warning,Suspension Failure,12/27/2025,Preventive,412.14,3,Center Delta,Healthy
CAR-1027,City,2021,5,70795,Diesel,Central,Suspension,53,Warning,Suspension Failure,8/26/2023,Corrective,833.64,17,Center Alpha,Healthy
CAR-1245,Sedan,2018,8,125827,Petrol,West,Cooling System,22,Critical,Overheating,5/8/2024,Emergency,916.12,27,Center Delta,Under Maintenance
CAR-1194,City,2023,3,32743,Diesel,West,Engine,79,Healthy,No Failure,11/21/2023,Preventive,922.35,3,Center Gamma,Healthy
CAR-1105,Premium Sedan,2018,8,142444,Electric,East,Transmission,18,Critical,Transmission Fault,9/20/2025,Corrective,1378.02,18,Center Alpha,Needs Inspection
CAR-1034,Crossover,2020,6,93035,Petrol,East,Engine,60,Warning,Wear,12/9/2023,Corrective,1643.94,22,Center Epsilon,Healthy
CAR-1178,Crossover,2018,8,122012,Diesel,East,Transmission,41,Critical,Transmission Fault,10/22/2023,Emergency,2854.74,50,Center Delta,Under Maintenance
CAR-1074,Crossover,2018,8,131249,Petrol,South,Transmission,27,Critical,Transmission Fault,6/25/2023,Emergency,2064.4,70,Center Gamma,Under Maintenance
CAR-1287,Sedan,2022,4,67563,Petrol,North,Headlight,71,Warning,Lighting Failure,6/13/2023,Preventive,102.69,3,Center Gamma,Healthy
CAR-1390,City,2019,7,71367,Diesel,North,Battery,68,Warning,Battery Failure,5/27/2023,Corrective,327.74,13,Center Delta,Healthy
CAR-1393,Hatchback,2024,2,22263,Hybrid,North,Tyre,100,Healthy,No Failure,10/1/2023,Preventive,162.52,3,Center Gamma,Healthy
CAR-1494,Hatchback,2020,6,111351,Diesel,East,Engine,10,Critical,Mechanical Failure,9/30/2024,Emergency,2102.15,64,Center Beta,Under Maintenance
CAR-1057,Premium Sedan,2022,4,42902,Petrol,South,Battery,70,Warning,Battery Failure,1/16/2025,Corrective,230.83,21,Center Beta,Healthy
CAR-1129,City,2021,5,51565,Petrol,Central,Headlight,64,Warning,Lighting Failure,1/8/2024,Preventive,120.92,2,Center Epsilon,Healthy
CAR-1496,Compact,2021,5,93067,Petrol,Central,Brake,58,Warning,Brake Wear,9/20/2024,Corrective,509.22,11,Center Beta,Healthy
CAR-1446,Compact,2021,5,42060,Petrol,East,Transmission,59,Warning,Transmission Fault,1/2/2024,Corrective,1531.43,11,Center Alpha,Healthy
CAR-1491,Crossover,2021,5,62802,Petrol,East,Tyre,50,Warning,Tyre Damage,3/2/2024,Preventive,191.06,2,Center Epsilon,Healthy
CAR-1001,Hatchback,2023,3,38093,Petrol,North,Engine,71,Warning,Mechanical Failure,3/29/2023,Corrective,1423.3,17,Center Beta,Healthy
CAR-1419,Hatchback,2022,4,65300,Diesel,East,Headlight,58,Warning,Lighting Failure,6/18/2025,Preventive,113.24,1,Center Delta,Healthy
CAR-1132,Crossover,2020,6,101273,Petrol,East,Battery,41,Critical,Battery Failure,10/13/2025,Emergency,534.05,30,Center Beta,Under Maintenance
CAR-1386,Compact,2024,2,29033,Hybrid,South,Tyre,82,Healthy,No Failure,2/28/2025,Preventive,130.08,2,Center Gamma,Healthy
CAR-1336,Sedan,2024,2,20930,Hybrid,South,Battery,73,Warning,Battery Failure,4/28/2025,Corrective,274.56,21,Center Alpha,Healthy
CAR-1499,Premium Sedan,2024,2,26067,Hybrid,Central,Battery,99,Healthy,No Failure,5/13/2024,Preventive,187.95,3,Center Epsilon,Healthy
CAR-1090,Compact,2023,3,34490,Diesel,South,Suspension,89,Healthy,No Failure,9/15/2024,Preventive,380.8,1,Center Gamma,Healthy
CAR-1252,Premium Sedan,2024,2,27986,Hybrid,West,Engine,87,Healthy,No Failure,5/20/2025,Preventive,996.06,2,Center Gamma,Healthy
CAR-1045,City,2022,4,49696,Hybrid,Central,Transmission,60,Warning,Transmission Fault,9/8/2024,Preventive,984.96,3,Center Alpha,Healthy
CAR-1189,Crossover,2021,5,74710,Petrol,North,Transmission,41,Critical,Transmission Fault,11/30/2024,Emergency,2071,21,Center Beta,Needs Inspection
CAR-1140,Compact,2022,4,76547,Electric,South,Transmission,42,Critical,Transmission Fault,3/16/2025,Emergency,2310.49,62,Center Delta,Under Maintenance
CAR-1030,Sedan,2021,5,93858,Diesel,East,Headlight,44,Critical,Lighting Failure,7/17/2024,Emergency,205.32,68,Center Beta,Under Maintenance
CAR-1148,Premium Sedan,2020,6,92294,Petrol,South,Tyre,45,Warning,Tyre Damage,7/16/2024,Preventive,157.19,1,Center Delta,Healthy
CAR-1035,Crossover,2020,6,76692,Hybrid,North,Tyre,48,Warning,Tyre Damage,10/15/2023,Preventive,170.08,2,Center Epsilon,Healthy
CAR-1011,Sedan,2021,5,94448,Petrol,South,Tyre,23,Critical,Tyre Damage,1/28/2024,Emergency,433.13,31,Center Alpha,Under Maintenance
CAR-1283,Sedan,2018,8,120860,Hybrid,West,Tyre,10,Critical,Tyre Damage,5/17/2024,Corrective,305.32,17,Center Delta,Needs Inspection
CAR-1149,Crossover,2024,2,24609,Diesel,West,Tyre,61,Warning,Tyre Damage,2/3/2023,Corrective,261.96,10,Center Alpha,Healthy
CAR-1415,Sedan,2019,7,81648,Diesel,North,Cooling System,43,Critical,Overheating,6/5/2024,Emergency,612.08,25,Center Epsilon,Under Maintenance
CAR-1274,Premium Sedan,2021,5,61721,Petrol,Central,Suspension,38,Critical,Suspension Failure,7/13/2024,Emergency,1355.75,32,Center Gamma,Under Maintenance
CAR-1144,Sedan,2023,3,48384,Diesel,East,Brake,51,Warning,Brake Wear,8/30/2023,Preventive,200.51,2,Center Beta,Healthy
CAR-1449,Crossover,2020,6,62180,Diesel,Central,Engine,43,Critical,Overheating,1/11/2023,Corrective,1426.71,18,Center Gamma,Needs Inspection
CAR-1470,City,2019,7,77995,Electric,South,Brake,43,Critical,Brake Wear,12/29/2024,Corrective,375.05,18,Center Delta,Needs Inspection
CAR-1025,Hatchback,2020,6,68478,Petrol,South,Cooling System,62,Warning,Overheating,5/29/2024,Corrective,600.06,15,Center Beta,Healthy
CAR-1101,City,2018,8,123296,Electric,West,Cooling System,10,Critical,Overheating,5/20/2025,Emergency,939.08,18,Center Epsilon,Needs Inspection
CAR-1033,Premium Sedan,2022,4,48688,Petrol,East,Brake,60,Warning,Brake Wear,2/28/2024,Corrective,502.76,14,Center Beta,Healthy
CAR-1155,Hatchback,2021,5,75613,Electric,Central,Cooling System,57,Warning,Overheating,7/4/2023,Corrective,493.71,11,Center Gamma,Healthy
CAR-1109,Sedan,2020,6,77918,Petrol,South,Battery,44,Critical,Battery Failure,10/29/2025,Emergency,418.2,30,Center Gamma,Under Maintenance
CAR-1046,Compact,2021,5,88160,Petrol,East,Battery,59,Warning,Battery Failure,10/19/2024,Preventive,148.99,1,Center Alpha,Healthy
CAR-1392,Crossover,2020,6,96825,Diesel,Central,Battery,27,Critical,Battery Failure,8/22/2025,Corrective,241.08,11,Center Delta,Needs Inspection
CAR-1290,Crossover,2022,4,55647,Petrol,Central,Engine,55,Warning,Mechanical Failure,2/10/2025,Preventive,928.49,3,Center Delta,Healthy
CAR-1383,Compact,2024,2,36177,Electric,South,Engine,65,Warning,Mechanical Failure,4/30/2023,Corrective,1517.7,8,Center Delta,Healthy
CAR-1469,Crossover,2021,5,69203,Petrol,West,Suspension,40,Critical,Suspension Failure,8/2/2025,Emergency,915.5,68,Center Beta,Under Maintenance
CAR-1193,Hatchback,2021,5,78842,Petrol,North,Brake,32,Critical,Brake Wear,10/23/2024,Emergency,596.36,55,Center Gamma,Under Maintenance
CAR-1431,Hatchback,2019,7,117216,Petrol,South,Suspension,22,Critical,Suspension Failure,6/3/2025,Corrective,749.03,23,Center Alpha,Needs Inspection
CAR-1145,City,2024,2,30849,Electric,North,Battery,79,Healthy,No Failure,10/5/2023,Preventive,221.64,1,Center Epsilon,Healthy
CAR-1409,Premium Sedan,2023,3,50284,Petrol,North,Tyre,73,Warning,Tyre Damage,6/15/2024,Preventive,163.46,2,Center Delta,Healthy
CAR-1267,Compact,2019,7,77748,Hybrid,East,Engine,31,Critical,Mechanical Failure,12/19/2023,Emergency,1674.41,58,Center Delta,Under Maintenance
CAR-1375,City,2023,3,48790,Electric,Central,Battery,74,Warning,Battery Failure,9/8/2023,Corrective,320.59,14,Center Gamma,Healthy
CAR-1046,Compact,2021,5,87003,Petrol,East,Battery,55,Warning,Battery Failure,8/26/2024,Preventive,191.17,3,Center Beta,Healthy
CAR-1289,Premium Sedan,2022,4,57248,Electric,South,Suspension,79,Healthy,No Failure,6/19/2024,Preventive,393.6,1,Center Delta,Healthy
CAR-1173,Crossover,2022,4,69949,Diesel,North,Headlight,88,Healthy,No Failure,11/2/2025,Preventive,104.18,3,Center Epsilon,Healthy
CAR-1314,City,2020,6,68624,Electric,Central,Engine,31,Critical,Wear,9/21/2024,Emergency,2026.16,60,Center Beta,Under Maintenance
CAR-1339,Crossover,2020,6,78817,Electric,Central,Tyre,40,Critical,Tyre Damage,1/26/2023,Emergency,423.19,23,Center Alpha,Needs Inspection
CAR-1449,Crossover,2020,6,85234,Diesel,Central,Brake,46,Warning,Brake Wear,10/27/2023,Corrective,397.31,21,Center Beta,Healthy
CAR-1257,Premium Sedan,2020,6,84593,Petrol,West,Battery,44,Critical,Battery Failure,6/22/2025,Corrective,325.1,16,Center Beta,Needs Inspection
CAR-1388,City,2022,4,42552,Diesel,East,Cooling System,91,Healthy,No Failure,11/23/2023,Preventive,299.88,3,Center Gamma,Healthy
CAR-1135,Hatchback,2022,4,55937,Electric,North,Tyre,55,Warning,Tyre Damage,2/15/2025,Corrective,288.65,19,Center Delta,Healthy
CAR-1213,City,2018,8,114105,Petrol,South,Tyre,16,Critical,Tyre Damage,11/25/2023,Emergency,312.42,49,Center Delta,Under Maintenance
CAR-1411,Premium Sedan,2024,2,18377,Diesel,East,Engine,67,Warning,Mechanical Failure,5/27/2024,Preventive,788.06,3,Center Alpha,Healthy
CAR-1112,Sedan,2021,5,86701,Petrol,West,Battery,36,Critical,Battery Failure,11/9/2023,Emergency,536.73,71,Center Gamma,Under Maintenance
CAR-1345,Hatchback,2019,7,82068,Diesel,West,Engine,48,Warning,Wear,2/28/2024,Preventive,786.47,1,Center Gamma,Healthy
CAR-1413,Compact,2023,3,35527,Diesel,South,Brake,73,Warning,Brake Wear,10/3/2025,Corrective,334.47,16,Center Alpha,Healthy
CAR-1305,Compact,2022,4,62945,Diesel,Central,Tyre,50,Warning,Tyre Damage,2/26/2023,Preventive,129.8,2,Center Epsilon,Healthy
CAR-1426,Compact,2021,5,56528,Hybrid,Central,Cooling System,51,Warning,Overheating,11/4/2024,Preventive,349.64,2,Center Epsilon,Healthy
CAR-1401,Compact,2023,3,45193,Diesel,South,Battery,69,Warning,Battery Failure,10/12/2024,Corrective,255.53,19,Center Gamma,Healthy
CAR-1343,Hatchback,2022,4,64962,Hybrid,North,Tyre,71,Warning,Tyre Damage,11/23/2023,Preventive,151.43,1,Center Delta,Healthy
CAR-1243,City,2020,6,57762,Electric,South,Tyre,90,Healthy,No Failure,11/23/2024,Preventive,168.83,1,Center Delta,Healthy
CAR-1425,Premium Sedan,2021,5,41467,Diesel,Central,Tyre,86,Healthy,No Failure,8/4/2025,Preventive,133.99,1,Center Delta,Healthy
CAR-1079,Compact,2019,7,114493,Petrol,West,Suspension,26,Critical,Suspension Failure,10/10/2025,Emergency,934.09,56,Center Delta,Under Maintenance
CAR-1011,Sedan,2021,5,88663,Petrol,South,Headlight,60,Warning,Lighting Failure,3/16/2023,Preventive,119.66,1,Center Beta,Healthy
CAR-1197,Premium Sedan,2019,7,91202,Petrol,West,Battery,10,Critical,Battery Failure,2/7/2023,Emergency,419.34,69,Center Gamma,Under Maintenance
CAR-1167,Premium Sedan,2018,8,85950,Diesel,North,Battery,16,Critical,Battery Failure,11/15/2023,Emergency,401.55,45,Center Epsilon,Under Maintenance
CAR-1082,Premium Sedan,2020,6,107981,Diesel,South,Brake,40,Critical,Brake Wear,11/24/2025,Corrective,477.54,15,Center Epsilon,Needs Inspection
CAR-1282,Hatchback,2018,8,87056,Electric,West,Engine,28,Critical,Mechanical Failure,10/1/2023,Emergency,1750.12,60,Center Alpha,Under Maintenance
CAR-1321,City,2020,6,103079,Electric,South,Engine,61,Warning,Wear,7/22/2023,Preventive,1012,2,Center Beta,Healthy
CAR-1083,Crossover,2018,8,79672,Petrol,West,Brake,48,Warning,Brake Wear,3/23/2025,Corrective,356.1,13,Center Beta,Healthy
CAR-1197,Premium Sedan,2019,7,102672,Petrol,West,Cooling System,34,Critical,Overheating,5/14/2025,Emergency,743.27,46,Center Epsilon,Under Maintenance
CAR-1468,Crossover,2018,8,89258,Electric,East,Cooling System,12,Critical,Overheating,7/7/2025,Emergency,641.8,44,Center Beta,Under Maintenance
CAR-1036,Crossover,2022,4,61508,Diesel,Central,Battery,74,Warning,Battery Failure,8/18/2023,Corrective,291.46,6,Center Epsilon,Healthy
CAR-1339,Crossover,2020,6,64240,Electric,Central,Brake,54,Warning,Brake Wear,11/28/2023,Corrective,344.68,18,Center Beta,Healthy
CAR-1285,City,2022,4,65689,Petrol,North,Brake,53,Warning,Brake Wear,4/16/2024,Corrective,422.5,17,Center Delta,Healthy
CAR-1181,City,2018,8,129520,Petrol,Central,Battery,27,Critical,Battery Failure,10/1/2024,Emergency,383.11,19,Center Beta,Needs Inspection
CAR-1481,Sedan,2024,2,39041,Diesel,Central,Battery,72,Warning,Battery Failure,3/17/2023,Preventive,155.79,3,Center Epsilon,Healthy
CAR-1167,Premium Sedan,2018,8,118486,Diesel,North,Tyre,10,Critical,Tyre Damage,6/12/2025,Emergency,364.09,18,Center Epsilon,Needs Inspection
CAR-1156,Sedan,2018,8,123047,Petrol,East,Transmission,40,Critical,Transmission Fault,4/18/2023,Corrective,1173.71,7,Center Gamma,Needs Inspection
CAR-1176,Premium Sedan,2020,6,65634,Electric,Central,Headlight,36,Critical,Lighting Failure,6/22/2025,Corrective,141.54,18,Center Epsilon,Needs Inspection
CAR-1018,Compact,2022,4,40207,Diesel,North,Battery,51,Warning,Battery Failure,6/28/2023,Preventive,219.18,3,Center Beta,Healthy
CAR-1452,Sedan,2019,7,71929,Petrol,Central,Tyre,58,Warning,Tyre Damage,8/3/2025,Corrective,223.97,10,Center Alpha,Healthy
CAR-1189,Crossover,2021,5,50175,Petrol,North,Engine,70,Warning,Mechanical Failure,1/12/2023,Corrective,1315.51,17,Center Epsilon,Healthy
CAR-1084,Crossover,2020,6,110934,Diesel,East,Engine,40,Critical,Mechanical Failure,4/14/2025,Emergency,2447.84,63,Center Epsilon,Under Maintenance
CAR-1015,Premium Sedan,2020,6,78489,Petrol,West,Cooling System,67,Warning,Overheating,8/6/2025,Preventive,352.46,1,Center Gamma,Healthy
CAR-1464,Compact,2022,4,70624,Hybrid,North,Brake,66,Warning,Brake Wear,10/14/2024,Corrective,508.78,22,Center Gamma,Healthy
CAR-1244,Premium Sedan,2021,5,81286,Petrol,West,Headlight,59,Warning,Lighting Failure,9/19/2023,Preventive,111.59,2,Center Beta,Healthy
CAR-1412,Compact,2021,5,77148,Hybrid,South,Engine,44,Critical,Mechanical Failure,2/6/2023,Corrective,1164.78,21,Center Beta,Needs Inspection
CAR-1101,City,2018,8,103979,Electric,West,Brake,48,Warning,Brake Wear,12/30/2023,Corrective,387.97,11,Center Epsilon,Healthy
CAR-1307,Compact,2024,2,30676,Petrol,East,Brake,98,Healthy,No Failure,5/2/2023,Preventive,249.51,2,Center Alpha,Healthy
CAR-1436,Premium Sedan,2020,6,49470,Diesel,Central,Cooling System,41,Critical,Overheating,3/2/2025,Emergency,862.67,43,Center Delta,Under Maintenance
CAR-1315,Premium Sedan,2022,4,39982,Diesel,Central,Tyre,51,Warning,Tyre Damage,1/25/2024,Corrective,242.28,13,Center Beta,Healthy
CAR-1471,Hatchback,2023,3,47078,Petrol,East,Battery,51,Warning,Battery Failure,8/2/2023,Preventive,219.44,3,Center Beta,Healthy
CAR-1218,Compact,2021,5,69648,Petrol,West,Engine,58,Warning,Mechanical Failure,6/30/2025,Preventive,964.13,3,Center Alpha,Healthy
CAR-1329,Crossover,2018,8,84607,Diesel,Central,Battery,54,Warning,Battery Failure,8/17/2023,Corrective,292.53,21,Center Gamma,Healthy
CAR-1452,Sedan,2019,7,101591,Petrol,Central,Brake,20,Critical,Brake Wear,7/30/2025,Emergency,772.52,39,Center Gamma,Under Maintenance
CAR-1457,Compact,2022,4,45373,Electric,North,Tyre,63,Warning,Tyre Damage,9/18/2025,Preventive,178.58,1,Center Gamma,Healthy
CAR-1041,Sedan,2019,7,73476,Petrol,South,Engine,37,Critical,Overheating,2/5/2024,Emergency,1975.74,55,Center Alpha,Under Maintenance
CAR-1247,Hatchback,2024,2,33528,Electric,North,Suspension,87,Healthy,No Failure,7/2/2025,Preventive,462.65,2,Center Alpha,Healthy
CAR-1378,Compact,2023,3,33663,Petrol,Central,Tyre,81,Healthy,No Failure,2/13/2024,Preventive,141.93,1,Center Beta,Healthy
CAR-1248,Sedan,2018,8,99772,Petrol,Central,Tyre,66,Warning,Tyre Damage,3/17/2023,Corrective,231.99,22,Center Alpha,Healthy
CAR-1027,City,2021,5,83701,Diesel,Central,Engine,53,Warning,Mechanical Failure,7/1/2023,Preventive,998.79,3,Center Beta,Healthy
CAR-1065,Premium Sedan,2024,2,29392,Electric,North,Tyre,100,Healthy,No Failure,10/31/2024,Preventive,134.78,3,Center Beta,Healthy
CAR-1089,Hatchback,2024,2,29740,Diesel,North,Brake,66,Warning,Brake Wear,4/14/2025,Corrective,433.91,17,Center Epsilon,Healthy
CAR-1355,Crossover,2022,4,42518,Electric,Central,Battery,78,Healthy,No Failure,4/3/2024,Preventive,162.92,3,Center Epsilon,Healthy
CAR-1228,Premium Sedan,2023,3,42719,Petrol,West,Tyre,60,Warning,Tyre Damage,4/28/2024,Corrective,237.1,21,Center Delta,Healthy
CAR-1437,Hatchback,2020,6,83263,Diesel,North,Suspension,56,Warning,Suspension Failure,10/7/2023,Corrective,892.22,8,Center Gamma,Healthy
CAR-1229,Compact,2019,7,83303,Diesel,South,Battery,57,Warning,Battery Failure,3/1/2023,Preventive,165.42,3,Center Epsilon,Healthy
CAR-1134,City,2021,5,64709,Diesel,East,Suspension,66,Warning,Suspension Failure,2/15/2024,Preventive,385.48,1,Center Gamma,Healthy
CAR-1385,Compact,2024,2,25010,Hybrid,Central,Engine,73,Warning,Mechanical Failure,7/12/2025,Corrective,1248.13,23,Center Delta,Healthy
CAR-1122,Crossover,2021,5,47291,Petrol,West,Tyre,70,Warning,Tyre Damage,1/1/2025,Preventive,185.69,1,Center Gamma,Healthy
CAR-1384,Sedan,2024,2,36497,Diesel,West,Headlight,56,Warning,Lighting Failure,11/26/2024,Preventive,97.62,1,Center Beta,Healthy
CAR-1336,Sedan,2024,2,40835,Hybrid,South,Tyre,55,Warning,Tyre Damage,3/17/2024,Corrective,235.67,10,Center Alpha,Healthy
CAR-1297,Premium Sedan,2022,4,63592,Petrol,East,Engine,58,Warning,Wear,7/10/2023,Preventive,793.88,2,Center Beta,Healthy
CAR-1278,City,2021,5,79329,Electric,Central,Transmission,44,Critical,Transmission Fault,4/7/2024,Emergency,2608.07,27,Center Alpha,Under Maintenance
CAR-1433,Hatchback,2023,3,44615,Petrol,North,Brake,67,Warning,Brake Wear,4/5/2024,Preventive,234.52,1,Center Alpha,Healthy
CAR-1069,Crossover,2019,7,97098,Petrol,Central,Tyre,21,Critical,Tyre Damage,9/2/2025,Corrective,223.47,19,Center Gamma,Needs Inspection
CAR-1131,Hatchback,2021,5,58803,Diesel,Central,Headlight,55,Warning,Lighting Failure,1/25/2024,Preventive,80.76,3,Center Delta,Healthy
CAR-1359,Premium Sedan,2018,8,65902,Diesel,North,Suspension,27,Critical,Suspension Failure,4/13/2024,Emergency,1319.76,36,Center Gamma,Under Maintenance
CAR-1113,Hatchback,2022,4,46698,Diesel,North,Headlight,60,Warning,Lighting Failure,6/28/2024,Corrective,189.59,7,Center Epsilon,Healthy
CAR-1110,Sedan,2018,8,108757,Diesel,South,Suspension,21,Critical,Suspension Failure,6/24/2023,Emergency,936.89,44,Center Alpha,Under Maintenance
CAR-1342,City,2022,4,55015,Diesel,North,Brake,76,Healthy,No Failure,3/30/2024,Preventive,314.39,1,Center Delta,Healthy
CAR-1214,City,2024,2,40401,Petrol,South,Battery,92,Healthy,No Failure,2/4/2023,Preventive,201.33,1,Center Alpha,Healthy
CAR-1174,Sedan,2022,4,73932,Petrol,West,Headlight,62,Warning,Lighting Failure,8/10/2025,Corrective,172.85,11,Center Beta,Healthy
CAR-1027,City,2021,5,72188,Diesel,Central,Transmission,36,Critical,Transmission Fault,6/23/2025,Corrective,1246.26,10,Center Beta,Needs Inspection
CAR-1014,Compact,2019,7,94207,Petrol,Central,Transmission,52,Warning,Transmission Fault,11/27/2025,Preventive,1089.23,3,Center Gamma,Healthy
CAR-1391,Sedan,2020,6,49862,Petrol,South,Suspension,83,Healthy,No Failure,6/15/2023,Preventive,440.85,1,Center Epsilon,Healthy
CAR-1478,Sedan,2018,8,74446,Diesel,South,Suspension,41,Critical,Suspension Failure,5/2/2024,Emergency,1439.16,22,Center Epsilon,Needs Inspection
CAR-1222,City,2021,5,72576,Diesel,East,Tyre,30,Critical,Tyre Damage,3/17/2023,Emergency,428.33,51,Center Alpha,Under Maintenance
CAR-1081,Crossover,2018,8,135146,Diesel,West,Suspension,10,Critical,Suspension Failure,12/7/2025,Corrective,920.26,17,Center Delta,Needs Inspection
